term_localName,label,definition,usage,examples,type,tdwgutility_organizedInClass,tdwgutility_required,tdwgutil_repeatable,tdwgutil_xpath,deprecated_xpath,parent,term_created,term_modified,version_history
Unit-MeasurementOrFact-Method-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Method/@language,,Unit-MeasurementOrFact-Method,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-Parameter,Parameter,The parameter measured for the unit measurement.,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-Parameter-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter/@language,,Unit-MeasurementOrFact-Parameter,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-AppliesTo,AppliesTo,"Depending on the use of the type, this can further specify the actual part of the unit that was measured (e.g. a measurement of temperature may be a surface, air or sub-surface measurement).",,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/AppliesTo,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-AppliesTo-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/AppliesTo/@language,,Unit-MeasurementOrFact-AppliesTo,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-LowerValue,LowerValue,"The lower or only value of the unit measurement.<br/><br/>Attribute for ValueDataType.string, integer, decimal, %",,,Property,MeasurementOrFact,True,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/LowerValue,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-LowerValue-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/LowerValue/@language,,Unit-MeasurementOrFact-LowerValue,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-UpperValue,UpperValue,"The upper value of the unit measurement, where there is a range.",,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UpperValue,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-UpperValue-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UpperValue/@language,,Unit-MeasurementOrFact-UpperValue,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-UnitOfMeasurement,UnitOfMeasurement,The unit of measurement used to take the unit measurement.,,Centigrade; Beaufort,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-Accuracy,Accuracy,A statement of accuracy concerning the unit measurement.,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFactReference,MeasurementOrFactReference,The reference (publication) from which this measurement of the unit was taken.,,,Class,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementOrFactReference,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-ReferenceGUID,ReferenceGUID,A globally unique identifier (GUID) for the reference.,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementOrFactReference/ReferenceGUID,,Unit-MeasurementOrFactReference,2007-06-13,2007-06-13,added in 2.06b
Unit-MeasurementOrFact-TitleCitation,TitleCitation,A formal citation for a paper or electronic publication from which this measurement of the unit was taken.,,,Property,MeasurementOrFact,True,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementOrFactReference/TitleCitation,,Unit-MeasurementOrFactReference,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-CitationDetail,CitationDetail,"The specific page, figure, or illustration number(s) within the reference from which this measurement of the unit was taken.",,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementOrFactReference/CitationDetail,,Unit-MeasurementOrFactReference,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-URI,URI,A Universal Resource Identifier (URI) that is a path to an electronic source of the document from which this measurement of the unit was taken.,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementOrFactReference/URI,,Unit-MeasurementOrFactReference,2005-09-09,2005-09-09,
Unit-MeasurementOrFact-DOI,DOI,The digital object identifier (DOI) of the reference.,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/MeasurementOrFactReference/DOI,,Unit-MeasurementOrFactReference,2006-10-09,2006-10-09,added in 2.06a
Unit-MeasurementOrFact-IsQuantitative,IsQuantitative,A flag indicating whether the value given for the unit measurement represents the numerical result of a quantitative measurement (TRUE) or a descriptor with textual or categorical result (FALSE).,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/IsQuantitative,,Unit-MeasurementOrFactAtomised,2005-09-09,2005-09-09,
Unit-MeasurementOrFactText,MeasurementOrFactText,A free text representation of the unit measurement or fact (an alternative to the atomised version).,,,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactText,,Unit-MeasurementOrFact,2005-09-09,2005-09-09,
Unit-MeasurementOrFactText-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,MeasurementOrFact,False,False,/DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactText/@language,,Unit-MeasurementOrFactText,2005-09-09,2005-09-09,
Sex,Sex,"The sex of the entire unit, which may be mixed ((Male, Female, Unknown, Not applicable (e.g. for a fungus in a herbarium), MiXed). <br/><br/>Darwin Core 2: Sex.<br/><br/>Examples of content found by Charles Hussey in NHM databases include the following entries: [Female; Female (5); Female(2); Male; Male (2) Female (1); 1 brooding female; 1 Male; 1 Male and 1 Female; 15 Females and 3 Males; 16 Females and 23 Males; 2 female + 1 male; 2 Females; 2 females, 1 male; 3 females, 3 males; 5 Females; 7 Females and 5 Males; Both sexes; Ephippial female; Ephypial female;]",,,Property,Unit,False,False,/DataSets/DataSet/Units/Unit/Sex,,Unit,2005-09-09,2005-09-09,
Age,Age,The age of the organism at the time of collection or observation.,,,Property,Unit,False,False,/DataSets/DataSet/Units/Unit/Age,,Unit,2005-09-09,2005-09-09,
Sequences,Sequences,A container for metadata on sequences derived from this unit.,,,Class,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences,,Unit,2005-09-09,2005-09-09,
Sequence,Sequence,A sequence derived from this unit.<br/><br/>A first proposal for this type of data.,,,Class,Sequence,True,True,/DataSets/DataSet/Units/Unit/Sequences/Sequence,,Sequences,2005-09-09,2005-09-09,
Sequence-Database,Database,"The database holding a sequence derived from the unit.\nUse ""Internal"" for an unpublished sequence.","Use ""Internal"" for an unpublished sequence.",,Property,Sequence,True,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/Database,,Sequence,2005-09-09,2005-09-09,
Sequence-Database-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/Database/@language,,Sequence-Database,2005-09-09,2005-09-09,
Sequence-IDinDatabase,ID-in-Database,"The ID of a sequence derived from the unit, within the database. <br/><br/>E.g. GenBank accession number.",,,Property,Sequence,True,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database,,Sequence,2005-09-09,2005-09-09,
Sequence-URI,URI,URI to access the sequence data.,,,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/URI,,Sequence,2006-10-09,2006-10-09,added in 2.06a
Sequence-Method,Method,A description of the method used to acheive the unit sequence.,,,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/Method,,Sequence,2005-09-09,2005-09-09,
Sequence-Method-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/Method/@language,,Sequence-Method,2005-09-09,2005-09-09,
SequencedPart,SequencedPart,"A description of the actually sequenced material derived from the unit (DNA/RNA/Protein, Gene or part of gene, completeness, etc.).",,,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/SequencedPart,,Sequence,2005-09-09,2005-09-09,
SequencedPart-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/SequencedPart/@language,,SequencedPart,2005-09-09,2005-09-09,
Sequence-Reference,Reference,The reference where the sequence derived from the unit was published.,,,Class,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/Reference,,Sequence,2005-09-09,2005-09-09,
Sequence-ReferenceGUID,ReferenceGUID,A globally unique identifier (GUID) for the reference.,,,Property,Sequence,False,False,/DataSets/DataSet/Units/Unit/Sequences/Sequence/Reference/ReferenceGUID,,Sequence-Reference,2007-06-13,2007-06-13,added in 2.06b
